node_index,node_id,node_name
16480,DB11731,Depatuxizumab mafodotin
16481,DB02258,SR11254
16482,DB02466,BMS-181156
16483,DB02741,CD564
16484,DB03279,Dodecyl-Alpha-D-Maltoside
16485,DB03466,BMS184394
16486,DB05467,R667
16487,DB05785,LGD-1550
16488,DB07031,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid"
16489,DB07294,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid"
16490,DB01620,Pheniramine
16491,DB05032,REV131
16492,DB05014,XL999
16493,DB05465,Tandutinib
16494,DB12742,Amuvatinib
16495,DB12874,Quizartinib
16496,DB01677,Fumaric Acid
16497,DB03499,D-Malic acid
16498,DB03589,Mesoxalic acid
16499,DB03680,Tartronate
16500,DB00534,Chlormerodrin
16501,DB01346,Quinidine barbiturate
16502,DB04860,Isatoribine
16503,DB05127,ANA971
16504,DB05475,Golotimod
16505,DB06530,Resiquimod
16506,DB00652,Pentazocine
16507,DB01488,Dimethyltryptamine
16508,DB09014,Captodiame
16509,DB04768,Pyrithiamine Pyrophosphate
16510,DB00112,Bevacizumab
16511,DB01270,Ranibizumab
16512,DB04895,Pegaptanib
16513,DB05434,ABT-510
16514,DB05890,Veglin
16515,DB05969,SNS-032
16516,DB06642,Bevasiranib
16517,DB08885,Aflibercept
16518,DB10772,Foreskin keratinocyte (neonatal)
16519,DB14864,Brolucizumab
16520,DB15303,Faricimab
16521,DB00067,Vasopressin
16522,DB00093,Felypressin
16523,DB02638,Terlipressin
16524,DB05452,PH-284
16525,DB09059,Atosiban
16526,DB13929,Relcovaptan
16527,DB14642,Lypressin
16528,DB04447,"1,4-Dithiothreitol"
16529,DB00221,Isoetharine
16530,DB01102,Arbutamine
16531,DB01288,Fenoterol
16532,DB01291,Pirbuterol
16533,DB03566,Spermidine
16534,DB08347,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile
16535,DB08558,"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL"
16536,DB11124,Racepinephrine
16537,DB11278,DL-Methylephedrine
16538,DB13781,Xamoterol
16539,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"
16540,DB04657,Carboxin
16541,DB04795,Thenoyltrifluoroacetone
16542,DB08689,Ubiquinone Q1
16543,DB00473,Hexylcaine
16544,DB00645,Dyclonine
16545,DB00807,Proparacaine
16546,DB00961,Mepivacaine
16547,DB04137,Guanosine-5'-Triphosphate
16548,DB11081,Aluminum chloride
16549,DB03345,Mercaptoethanol
16550,DB00975,Dipyridamole
16551,DB01972,Guanosine-5'-Monophosphate
16552,DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine
16553,DB05415,OSI-461
16554,DB06246,Exisulind
16555,DB07954,3-isobutyl-1-methyl-7H-xanthine
16556,DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide"
16557,DB04958,Epratuzumab
16558,DB05889,Inotuzumab ozogamicin
16559,DB12688,Moxetumomab Pasudotox
16560,DB03408,gamma-Glutamylcysteine
16561,DB04395,Phosphoaminophosphonic Acid-Adenylate Ester
16562,DB02510,5'-O-(L-Prolylsulfamoyl)adenosine
16563,DB02684,5'-O-(L-Cysteinylsulfamoyl)adenosine
16564,DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine
16565,DB00144,Phosphatidyl serine
16566,DB01561,Androstanedione
16567,DB02323,EM-1745
16568,DB00192,Indecainide
16569,DB00680,Moricizine
16570,DB00750,Prilocaine
16571,DB00129,Ornithine
16572,DB00007,Leuprolide
16573,DB00106,Abarelix
16574,DB00644,Gonadorelin
16575,DB00666,Nafarelin
16576,DB05624,Teverelix
16577,DB06494,Sufugolix
16578,DB06699,Degarelix
16579,DB06785,Ganirelix
16580,DB06788,Histrelin
16581,DB06825,Triptorelin
16582,DB00149,Leucine
16583,DB00102,Becaplermin
16584,DB05146,XL820
16585,DB09283,Trapidil
16586,DB02877,Arotinoid acid
16587,DB01382,Glymidine
16588,DB00331,Metformin
16589,DB00009,Alteplase
16590,DB00015,Reteplase
16591,DB00029,Anistreplase
16592,DB00031,Tenecteplase
16593,DB00302,Tranexamic acid
16594,DB03709,Bicine
16595,DB04925,Desmoteplase
16596,DB02196,Uridine-Diphosphate-N-Acetylgalactosamine
16597,DB03435,Uridine-5'-Diphosphate
16598,DB03501,Galactose-uridine-5'-diphosphate
16599,DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol"
16600,DB04678,H TYPE II TRISACCHARIDE
16601,DB04679,Human blood group H type 1 trisaccharide
16602,DB04680,GALACTOSE GREASE
16603,DB04681,BETA-METHYLLACTOSIDE
16604,DB07341,"octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside"
16605,DB07357,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL"
16606,DB07378,"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL"
16607,DB07633,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside
16608,DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
16609,DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
16610,DB05490,AMG-131
16611,DB05854,CLX-0921
16612,DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID"
16613,DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid"
16614,DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
16615,DB07111,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid"
16616,DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid"
16617,DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid"
16618,DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid"
16619,DB07302,9(S)-HODE
16620,DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron
16621,DB07675,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID
16622,DB07723,3-(5-methoxy-1H-indol-3-yl)propanoic acid
16623,DB07842,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid
16624,DB07863,2-chloro-5-nitro-N-phenylbenzamide
16625,DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid
16626,DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid
16627,DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID"
16628,DB08435,"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid"
16629,DB08560,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE
16630,DB08760,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid
16631,DB11811,Arhalofenate
16632,DB12662,Naveglitazar
16633,DB14034,Darglitazone
16634,DB00036,Coagulation factor VIIa Recombinant Human
16635,DB00569,Fondaparinux
16636,DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE
16637,DB05362,SSR-126517E
16638,DB05713,LY-517717
16639,DB06245,Lanoteplase
16640,DB06406,Idraparinux
16641,DB06552,rNAPc2
16642,DB06635,Otamixaban
16643,DB06920,Eribaxaban
16644,DB07261,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE"
16645,DB07605,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE"
16646,DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
16647,DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
16648,DB07800,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE
16649,DB07804,"5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE"
16650,DB07843,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
16651,DB07844,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
16652,DB07847,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE
16653,DB07848,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide
16654,DB07872,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide
16655,DB07875,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide"
16656,DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE
16657,DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE
16658,DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE"
16659,DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE
16660,DB08174,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE"
16661,DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE"
16662,DB08487,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE
16663,DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE"
16664,DB08495,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE
16665,DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE
16666,DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE
16667,DB09075,Edoxaban
16668,DB09141,Protamine sulfate
16669,DB09258,Bemiparin
16670,DB13150,Coagulation factor VII human
16671,DB13923,Emicizumab
16672,DB00181,Baclofen
16673,DB00837,Progabide
16674,DB02530,gamma-Aminobutyric acid
16675,DB05010,SGS-742
16676,DB06354,Tezampanel
16677,DB08891,Arbaclofen
16678,DB08892,Arbaclofen Placarbil
16679,DB01373,Calcium
16680,DB00174,Asparagine
16681,DB03541,"10-Propargyl-5,8-Dideazafolic Acid"
16682,DB04253,Tretazicar
16683,DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione"
16684,DB08190,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide
16685,DB08228,"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one"
16686,DB08744,Casimiroin
16687,DB00492,Fosinopril
16688,DB00616,Candoxatril
16689,DB00691,Moexipril
16690,DB00722,Lisinopril
16691,DB00886,Omapatrilat
16692,DB01180,Rescinnamine
16693,DB01340,Cilazapril
16694,DB01348,Spirapril
16695,DB02032,Epicaptopril
16696,DB03740,N-acetyl-alpha-D-glucosamine
16697,DB08836,Temocapril
16698,DB09477,Enalaprilat
16699,DB13166,Zofenopril
16700,DB15565,Cilazaprilat
16701,DB02721,4-Iodopyrazole
16702,DB04065,N-Cyclopentyl-N-Cyclobutylformamide
16703,DB01831,Tryptophanyl-5'amp
16704,DB04537,Tryptophanamide
16705,DB00606,Cyclothiazide
16706,DB00135,Tyrosine
16707,DB03978,Tyrosinal
16708,DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE
16709,DB08371,p-Benzoyl-L-phenylalanine
16710,DB08617,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE"
16711,DB04852,Implitapide
16712,DB05678,SLx-4090
16713,DB00156,Threonine
16714,DB06439,Tyloxapol
16715,DB05254,Fibrinolysin
16716,DB05936,CVT-6883
16717,DB05297,Paclitaxel docosahexaenoic acid
16718,DB06307,Apoptone
16719,DB09401,Isosorbide
16720,DB12191,Obatoclax
16721,DB12340,Navitoclax
16722,DB05431,MLN-977
16723,DB11994,Diacerein
16724,DB08848,Guvacine
16725,DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine"
16726,DB02230,Immucillin-G
16727,DB02377,Guanine
16728,DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One"
16729,DB02568,Peldesine
16730,DB02796,9-deazainosine
16731,DB02857,Guanosine
16732,DB03101,Ribose-1-Phosphate
16733,DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium"
16734,DB03609,3'-deoxyguanosine
16735,DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium"
16736,DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine"
16737,DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE"
16738,DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE"
16739,DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE"
16740,DB06185,Forodesine
16741,DB00548,Azelaic acid
16742,DB00600,Monobenzone
16743,DB01055,Mimosine
16744,DB11254,Hexylresorcinol
16745,DB01699,(4e)-4-Aminohex-4-Enoic Acid
16746,DB04235,4-Amino Hexanoic Acid
16747,DB11948,Lapachone
16748,DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate"
16749,DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine
16750,DB03685,Uridine monophosphate
16751,DB03814,2-(N-morpholino)ethanesulfonic acid
16752,DB06408,Taribavirin
16753,DB00480,Lenalidomide
16754,DB01404,Ginseng
16755,DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole
16756,DB03866,Prostaglandin G2
16757,DB09217,Firocoxib
16758,DB13167,Alclofenac
16759,DB01833,Canavanine
16760,DB02048,"1,2,4-Triazole-Carboxamidine"
16761,DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
16762,DB02335,2-Aminothiazoline
16763,DB02589,Se-Ethyl-Isoselenourea
16764,DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine"
16765,DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane"
16766,DB02994,Cacodylic acid
16767,DB03065,7-Nitroindazole-2-Carboxamidine
16768,DB03305,N(G)-Iminoethylornithine
16769,DB03332,"5,6-Cyclic-Tetrahydropteridine"
16770,DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
16771,DB03918,"6S-5,6,7,8-Tetrahydrobiopterin"
16772,DB03963,S-(Dimethylarsenic)Cysteine
16773,DB03974,L-homoarginine
16774,DB04018,S-Isopropyl-Isothiourea
16775,DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine
16776,DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine"
16777,DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE"
16778,DB08597,Dorsomorphin
16779,DB02062,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine"
16780,DB02557,Phosphoramidon
16781,DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine
16782,DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala"
16783,DB05796,Daglutril
16784,DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM"
16785,DB08626,Thiorphan
16786,DB09292,Sacubitril
16787,DB11623,Candoxatrilat
16788,DB00232,Methyclothiazide
16789,DB00311,Ethoxzolamide
16790,DB00423,Methocarbamol
16791,DB00562,Benzthiazide
16792,DB00703,Methazolamide
16793,DB00880,Chlorothiazide
16794,DB01031,Ethinamate
16795,DB01144,Diclofenamide
16796,DB01325,Quinethazone
16797,DB08155,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE
16798,DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID
16799,DB08157,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE
16800,DB09460,Sodium carbonate
16801,DB09472,Sodium sulfate
16802,DB09121,Aurothioglucose
16803,DB00212,Remikiren
16804,DB02296,Isoamyl alcohol
16805,DB02803,"3-Phenyl-1,2-Propandiol"
16806,DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal
16807,DB03395,Enalkiren
16808,DB03736,2-Cyclopropylmethylenepropanal
16809,DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine"
16810,DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane
16811,DB05203,SPP1148
16812,DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE"
16813,DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE"
16814,DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE"
16815,DB07113,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE"
16816,DB07174,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE"
16817,DB08099,"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine"
16818,DB05168,Vintafolide
16819,DB02142,Pyridoxamine-5'-Phosphate
16820,DB02556,D-Phenylalanine
16821,DB04083,N(6)-(pyridoxal phosphate)-L-lysine
16822,DB07950,Indoleacetic acid
16823,DB00075,Muromonab
16824,DB06607,Catumaxomab
16825,DB00407,Ardeparin
16826,DB04464,N-Formylmethionine
16827,DB05361,SR-123781A
16828,DB06271,Sulodexide
16829,DB06754,Danaparoid
16830,DB08813,Nadroparin
16831,DB11598,Antithrombin III human
16832,DB01983,2(S)-Amino-6-Boronohexanoic Acid
16833,DB02381,nor-NOHA
16834,DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine
16835,DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine
16836,DB03731,S-2-(Boronoethyl)-L-Cysteine
16837,DB03904,Urea
16838,DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine
16839,DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine"
16840,DB04585,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID
16841,DB04648,S-propylamine-L-cysteine
16842,DB00413,Pramipexole
16843,DB00449,Dipivefrin
16844,DB00692,Phentolamine
16845,DB00925,Phenoxybenzamine
16846,DB00935,Oxymetazoline
16847,DB00964,Apraclonidine
16848,DB05492,Epicept NP-1
16849,DB06229,Ocaperidone
16850,DB06623,Flupirtine
16851,DB06694,Xylometazoline
16852,DB06711,Naphazoline
16853,DB09242,Moxonidine
16854,DB11738,Rilmenidine
16855,DB00422,Methylphenidate
16856,DB01616,Alverine
16857,DB04888,Bifeprunox
16858,DB04970,Lesopitron
16859,DB05339,MN-305
16860,DB05509,LI-301
16861,DB05562,Naluzotan
16862,DB06393,Xaliproden
16863,DB06454,Sarizotan
16864,DB06538,Robalzotan
16865,DB12061,Pardoprunox
16866,DB15665,SEP-363856
16867,DB00618,Demeclocycline
16868,DB05091,M0002
16869,DB05838,OPC-51803
16870,DB04478,"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine"
16871,DB02011,N-(Phosphonoacetyl)-L-Ornithine
16872,DB04185,Norvaline
16873,DB08492,(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID
16874,DB00728,Rocuronium
16875,DB04885,Cilansetron
16876,DB05049,DDP733
16877,DB05642,DDP-225
16878,DB11699,Tropisetron
16879,DB00509,Dextrothyroxine
16880,DB02106,"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid"
16881,DB03176,KB-141
16882,DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione"
16883,DB03604,Tiratricol
16884,DB03788,GC-24
16885,DB05035,Eprotirome
16886,DB05192,MB07811
16887,DB07425,Sobetirome
16888,DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE
16889,DB02079,Aminooxyacetic acid
16890,DB08060,4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID
16891,DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct"
16892,DB09532,Secretin human
16893,DB01671,p-Hydroxymercuribenzoic acid
16894,DB01748,N-Benzyl-4-Sulfamoyl-Benzamide
16895,DB01784,4-Flourobenzenesulfonamide
16896,DB01964,AL5424
16897,DB02069,N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide
16898,DB02087,"3,5-Difluorobenzenesulfonamide"
16899,DB02220,AL7089A
16900,DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide"
16901,DB02292,Irosustat
16902,DB02429,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide
16903,DB02479,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide
16904,DB02535,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide
16905,DB02602,AL7182
16906,DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide"
16907,DB02679,Cyanamide
16908,DB02861,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide"
16909,DB02866,Dansylamide
16910,DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester"
16911,DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide"
16912,DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide"
16913,DB03221,AL7099A
16914,DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]"
16915,DB03270,"2,6-Difluorobenzenesulfonamide"
16916,DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide"
16917,DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester
16918,DB03385,4-Methylimidazole
16919,DB03526,AL5927
16920,DB03594,"1,2,4-Triazole"
16921,DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide
16922,DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]"
16923,DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide
